,sales,date,region
25138,2639.71,2020-07-22,east
25139,2754.48,2020-07-22,west
25140,1192.01,2020-07-22,north
25141,1004.95,2020-07-22,south
25142,1124.35,2020-07-22,east
25143,1046.74,2020-07-22,west
25144,1692.0,2020-07-23,north
25145,1710.0,2020-07-23,south
25146,1758.0,2020-07-23,east
25147,1545.0,2020-07-23,west
25148,5024.97,2020-07-23,north
25149,5314.68,2020-07-23,south
25150,5434.56,2020-07-23,east
25151,5804.1900000000005,2020-07-23,west
25152,1407.5,2020-07-23,north
25153,1467.5,2020-07-23,south
25154,1447.5,2020-07-23,east
25155,1287.5,2020-07-23,west
25156,1797.0,2020-07-23,north
25157,1632.0,2020-07-23,south
25158,1737.0,2020-07-23,east
25159,1587.0,2020-07-23,west
25160,633.75,2020-07-23,north
25161,662.5,2020-07-23,south
25162,748.75,2020-07-23,east
25163,657.5,2020-07-23,west
25164,2919.15,2020-07-23,north
25165,2874.2400000000002,2020-07-23,south
25166,2799.3900000000003,2020-07-23,east
25167,2569.85,2020-07-23,west
25168,1144.25,2020-07-23,north
25169,1152.21,2020-07-23,south
25170,1076.59,2020-07-23,east
25171,1112.41,2020-07-23,west
25172,1530.0,2020-07-24,north
25173,1530.0,2020-07-24,south
25174,1575.0,2020-07-24,east
25175,1776.0,2020-07-24,west
25176,5444.55,2020-07-24,north
25177,5014.9800000000005,2020-07-24,south
25178,5994.0,2020-07-24,east
25179,5824.17,2020-07-24,west
25180,1450.0,2020-07-24,north
25181,1275.0,2020-07-24,south
25182,1427.5,2020-07-24,east
25183,1325.0,2020-07-24,west
25184,1731.0,2020-07-24,north
25185,1665.0,2020-07-24,south
25186,1608.0,2020-07-24,east
25187,1749.0,2020-07-24,west
25188,725.0,2020-07-24,north
25189,690.0,2020-07-24,south
25190,661.25,2020-07-24,east
25191,655.0,2020-07-24,west
25192,2495.0,2020-07-24,north
25193,2654.6800000000003,2020-07-24,south
25194,2959.07,2020-07-24,east
25195,2779.4300000000003,2020-07-24,west
25196,1130.32,2020-07-24,north
25197,1156.19,2020-07-24,south
25198,1022.86,2020-07-24,east
25199,1108.43,2020-07-24,west
25200,1794.0,2020-07-25,north
25201,1647.0,2020-07-25,south
25202,1611.0,2020-07-25,east
25203,1704.0,2020-07-25,west
25204,5684.31,2020-07-25,north
25205,5674.32,2020-07-25,south
25206,5814.18,2020-07-25,east
25207,5454.54,2020-07-25,west
25208,1352.5,2020-07-25,north
25209,1430.0,2020-07-25,south
25210,1375.0,2020-07-25,east
25211,1412.5,2020-07-25,west
25212,1752.0,2020-07-25,north
25213,1755.0,2020-07-25,south
25214,1662.0,2020-07-25,east
25215,1617.0,2020-07-25,west
25216,742.5,2020-07-25,north
25217,733.75,2020-07-25,south
25218,700.0,2020-07-25,east
25219,627.5,2020-07-25,west
25220,2754.48,2020-07-25,north
25221,2934.1200000000003,2020-07-25,south
25222,2954.08,2020-07-25,east
25223,2599.79,2020-07-25,west
25224,1148.23,2020-07-25,north
25225,1192.01,2020-07-25,south
25226,1158.18,2020-07-25,east
25227,1108.43,2020-07-25,west
25228,1569.0,2020-07-26,north
25229,1659.0,2020-07-26,south
25230,1575.0,2020-07-26,east
25231,1788.0,2020-07-26,west
25232,5114.88,2020-07-26,north
25233,5724.27,2020-07-26,south
25234,5004.99,2020-07-26,east
25235,5594.400000000001,2020-07-26,west
25236,1342.5,2020-07-26,north
25237,1490.0,2020-07-26,south
25238,1355.0,2020-07-26,east
25239,1462.5,2020-07-26,west
25240,1755.0,2020-07-26,north
25241,1500.0,2020-07-26,south
25242,1518.0,2020-07-26,east
25243,1608.0,2020-07-26,west
25244,713.75,2020-07-26,north
25245,665.0,2020-07-26,south
25246,676.25,2020-07-26,east
25247,642.5,2020-07-26,west
25248,2829.33,2020-07-26,north
25249,2669.65,2020-07-26,south
25250,2909.17,2020-07-26,east
25251,2629.73,2020-07-26,west
25252,1106.44,2020-07-26,north
25253,1032.81,2020-07-26,south
25254,998.98,2020-07-26,east
25255,1076.59,2020-07-26,west
25256,1602.0,2020-07-27,north
25257,1620.0,2020-07-27,south
25258,1530.0,2020-07-27,east
25259,1608.0,2020-07-27,west
25260,5284.71,2020-07-27,north
25261,5054.9400000000005,2020-07-27,south
25262,5594.400000000001,2020-07-27,east
25263,5714.28,2020-07-27,west
25264,1307.5,2020-07-27,north
25265,1400.0,2020-07-27,south
25266,1345.0,2020-07-27,east
25267,1415.0,2020-07-27,west
25268,1545.0,2020-07-27,north
25269,1551.0,2020-07-27,south
25270,1737.0,2020-07-27,east
25271,1605.0,2020-07-27,west
25272,696.25,2020-07-27,north
25273,627.5,2020-07-27,south
25274,677.5,2020-07-27,east
25275,661.25,2020-07-27,west
25276,2609.77,2020-07-27,north
25277,2944.1,2020-07-27,south
25278,2954.08,2020-07-27,east
25279,2924.1400000000003,2020-07-27,west
25280,1052.71,2020-07-27,north
25281,1118.3799999999999,2020-07-27,south
25282,1134.3,2020-07-27,east
25283,1148.23,2020-07-27,west
25284,1800.0,2020-07-28,north
25285,1506.0,2020-07-28,south
25286,1608.0,2020-07-28,east
25287,1581.0,2020-07-28,west
25288,5984.01,2020-07-28,north
25289,5024.97,2020-07-28,south
25290,5594.400000000001,2020-07-28,east
25291,5454.54,2020-07-28,west
25292,1275.0,2020-07-28,north
25293,1472.5,2020-07-28,south
25294,1390.0,2020-07-28,east
25295,1440.0,2020-07-28,west
25296,1650.0,2020-07-28,north
25297,1746.0,2020-07-28,south
25298,1572.0,2020-07-28,east
25299,1779.0,2020-07-28,west
25300,630.0,2020-07-28,north
25301,691.25,2020-07-28,south
25302,750.0,2020-07-28,east
25303,707.5,2020-07-28,west
25304,2544.9,2020-07-28,north
25305,2534.92,2020-07-28,south
25306,2829.33,2020-07-28,east
25307,2829.33,2020-07-28,west
25308,1136.29,2020-07-28,north
25309,1074.6,2020-07-28,south
25310,1080.57,2020-07-28,east
25311,1028.83,2020-07-28,west
25312,1533.0,2020-07-29,north
25313,1686.0,2020-07-29,south
25314,1773.0,2020-07-29,east
25315,1644.0,2020-07-29,west
25316,5764.2300000000005,2020-07-29,north
25317,5014.9800000000005,2020-07-29,south
25318,5384.61,2020-07-29,east
25319,5524.47,2020-07-29,west
25320,1385.0,2020-07-29,north
25321,1482.5,2020-07-29,south
25322,1462.5,2020-07-29,east
25323,1272.5,2020-07-29,west
25324,1542.0,2020-07-29,north
25325,1560.0,2020-07-29,south
25326,1608.0,2020-07-29,east
25327,1686.0,2020-07-29,west
25328,680.0,2020-07-29,north
25329,731.25,2020-07-29,south
25330,695.0,2020-07-29,east
25331,707.5,2020-07-29,west
25332,2495.0,2020-07-29,north
25333,2624.7400000000002,2020-07-29,south
25334,2495.0,2020-07-29,east
25335,2814.36,2020-07-29,west
25336,1126.34,2020-07-29,north
25337,1166.14,2020-07-29,south
25338,1186.04,2020-07-29,east
25339,1168.1299999999999,2020-07-29,west
25340,1722.0,2020-07-30,north
25341,1584.0,2020-07-30,south
25342,1596.0,2020-07-30,east
25343,1512.0,2020-07-30,west
25344,5664.33,2020-07-30,north
25345,5864.13,2020-07-30,south
25346,5754.24,2020-07-30,east
25347,5654.34,2020-07-30,west
25348,1495.0,2020-07-30,north
25349,1300.0,2020-07-30,south
25350,1382.5,2020-07-30,east
25351,1437.5,2020-07-30,west
25352,1566.0,2020-07-30,north
25353,1653.0,2020-07-30,south
25354,1698.0,2020-07-30,east
25355,1521.0,2020-07-30,west
25356,646.25,2020-07-30,north
25357,627.5,2020-07-30,south
25358,631.25,2020-07-30,east
25359,712.5,2020-07-30,west
25360,2564.86,2020-07-30,north
25361,2554.88,2020-07-30,south
25362,2864.26,2020-07-30,east
25363,2699.59,2020-07-30,west
25364,1006.9399999999999,2020-07-30,north
25365,1160.17,2020-07-30,south
25366,1056.69,2020-07-30,east
25367,1148.23,2020-07-30,west
25368,1527.0,2020-07-31,north
25369,1530.0,2020-07-31,south
25370,1533.0,2020-07-31,east
25371,1530.0,2020-07-31,west
25372,4995.0,2020-07-31,north
25373,5934.06,2020-07-31,south
25374,5274.72,2020-07-31,east
25375,5564.43,2020-07-31,west
25376,1432.5,2020-07-31,north
25377,1312.5,2020-07-31,south
25378,1442.5,2020-07-31,east
25379,1350.0,2020-07-31,west
25380,1656.0,2020-07-31,north
25381,1746.0,2020-07-31,south
25382,1731.0,2020-07-31,east
25383,1641.0,2020-07-31,west
25384,733.75,2020-07-31,north
25385,670.0,2020-07-31,south
25386,653.75,2020-07-31,east
25387,667.5,2020-07-31,west
25388,2709.57,2020-07-31,north
25389,2614.76,2020-07-31,south
25390,2719.55,2020-07-31,east
25391,2669.65,2020-07-31,west
25392,1070.62,2020-07-31,north
25393,1136.29,2020-07-31,south
25394,1144.25,2020-07-31,east
25395,1116.39,2020-07-31,west
25396,1788.0,2020-08-01,north
25397,1596.0,2020-08-01,south
25398,1680.0,2020-08-01,east
25399,1671.0,2020-08-01,west
25400,5544.45,2020-08-01,north
25401,5934.06,2020-08-01,south
25402,5154.84,2020-08-01,east
25403,5154.84,2020-08-01,west
25404,1392.5,2020-08-01,north
25405,1315.0,2020-08-01,south
25406,1277.5,2020-08-01,east
25407,1250.0,2020-08-01,west
25408,1539.0,2020-08-01,north
25409,1707.0,2020-08-01,south
25410,1572.0,2020-08-01,east
25411,1536.0,2020-08-01,west
25412,653.75,2020-08-01,north
25413,725.0,2020-08-01,south
25414,716.25,2020-08-01,east
25415,648.75,2020-08-01,west
25416,2549.8900000000003,2020-08-01,north
25417,2884.2200000000003,2020-08-01,south
25418,2495.0,2020-08-01,east
25419,2564.86,2020-08-01,west
25420,1136.29,2020-08-01,north
25421,1126.34,2020-08-01,south
25422,1142.26,2020-08-01,east
25423,1140.27,2020-08-01,west
25424,1656.0,2020-08-02,north
25425,1716.0,2020-08-02,south
25426,1623.0,2020-08-02,east
25427,1596.0,2020-08-02,west
25428,5844.150000000001,2020-08-02,north
25429,5214.78,2020-08-02,south
25430,5184.81,2020-08-02,east
25431,5424.57,2020-08-02,west
25432,1407.5,2020-08-02,north
25433,1387.5,2020-08-02,south
25434,1362.5,2020-08-02,east
25435,1337.5,2020-08-02,west
25436,1788.0,2020-08-02,north
25437,1758.0,2020-08-02,south
25438,1656.0,2020-08-02,east
25439,1560.0,2020-08-02,west
25440,643.75,2020-08-02,north
25441,665.0,2020-08-02,south
25442,672.5,2020-08-02,east
25443,662.5,2020-08-02,west
25444,2504.98,2020-08-02,north
25445,2984.02,2020-08-02,south
25446,2964.06,2020-08-02,east
25447,2859.27,2020-08-02,west
25448,1018.88,2020-08-02,north
25449,1166.14,2020-08-02,south
25450,1152.21,2020-08-02,east
25451,1178.08,2020-08-02,west
25452,1665.0,2020-08-03,north
25453,1650.0,2020-08-03,south
25454,1503.0,2020-08-03,east
25455,1665.0,2020-08-03,west
25456,5714.28,2020-08-03,north
25457,5264.7300000000005,2020-08-03,south
25458,5824.17,2020-08-03,east
25459,5794.2,2020-08-03,west
25460,1335.0,2020-08-03,north
25461,1297.5,2020-08-03,south
25462,1355.0,2020-08-03,east
25463,1455.0,2020-08-03,west
25464,1677.0,2020-08-03,north
25465,1731.0,2020-08-03,south
25466,1626.0,2020-08-03,east
25467,1521.0,2020-08-03,west
25468,656.25,2020-08-03,north
25469,705.0,2020-08-03,south
25470,668.75,2020-08-03,east
25471,718.75,2020-08-03,west
25472,2769.4500000000003,2020-08-03,north
25473,2764.46,2020-08-03,south
25474,2554.88,2020-08-03,east
25475,2739.51,2020-08-03,west
25476,1164.15,2020-08-03,north
25477,1080.57,2020-08-03,south
25478,1136.29,2020-08-03,east
25479,1108.43,2020-08-03,west
25480,1539.0,2020-08-04,north
25481,1659.0,2020-08-04,south
25482,1602.0,2020-08-04,east
25483,1719.0,2020-08-04,west
25484,5674.32,2020-08-04,north
25485,5614.38,2020-08-04,south
25486,5124.87,2020-08-04,east
25487,5764.2300000000005,2020-08-04,west
25488,1350.0,2020-08-04,north
25489,1467.5,2020-08-04,south
25490,1372.5,2020-08-04,east
25491,1360.0,2020-08-04,west
25492,1584.0,2020-08-04,north
25493,1539.0,2020-08-04,south
25494,1596.0,2020-08-04,east
25495,1617.0,2020-08-04,west
25496,643.75,2020-08-04,north
25497,740.0,2020-08-04,south
25498,691.25,2020-08-04,east
25499,647.5,2020-08-04,west
25500,2734.52,2020-08-04,north
25501,2599.79,2020-08-04,south
25502,2944.1,2020-08-04,east
25503,2594.8,2020-08-04,west
25504,1136.29,2020-08-04,north
25505,1018.88,2020-08-04,south
25506,1166.14,2020-08-04,east
25507,1194.0,2020-08-04,west
25508,1749.0,2020-08-05,north
25509,1548.0,2020-08-05,south
25510,1653.0,2020-08-05,east
25511,1662.0,2020-08-05,west
25512,5364.63,2020-08-05,north
25513,5914.08,2020-08-05,south
25514,5464.53,2020-08-05,east
25515,5914.08,2020-08-05,west
25516,1315.0,2020-08-05,north
25517,1325.0,2020-08-05,south
25518,1382.5,2020-08-05,east
25519,1407.5,2020-08-05,west
25520,1797.0,2020-08-05,north
25521,1710.0,2020-08-05,south
25522,1767.0,2020-08-05,east
25523,1584.0,2020-08-05,west
25524,745.0,2020-08-05,north
25525,676.25,2020-08-05,south
25526,741.25,2020-08-05,east
25527,680.0,2020-08-05,west
25528,2754.48,2020-08-05,north
25529,2869.25,2020-08-05,south
25530,2849.29,2020-08-05,east
25531,2534.92,2020-08-05,west
25532,1136.29,2020-08-05,north
25533,1048.73,2020-08-05,south
25534,1114.4,2020-08-05,east
25535,1140.27,2020-08-05,west
25536,1770.0,2020-08-06,north
25537,1710.0,2020-08-06,south
25538,1509.0,2020-08-06,east
25539,1545.0,2020-08-06,west
25540,5134.86,2020-08-06,north
25541,5514.4800000000005,2020-08-06,south
25542,5884.11,2020-08-06,east
25543,5064.93,2020-08-06,west
25544,1475.0,2020-08-06,north
25545,1432.5,2020-08-06,south
25546,1340.0,2020-08-06,east
25547,1335.0,2020-08-06,west
25548,1668.0,2020-08-06,north
25549,1551.0,2020-08-06,south
25550,1722.0,2020-08-06,east
25551,1617.0,2020-08-06,west
25552,661.25,2020-08-06,north
25553,701.25,2020-08-06,south
25554,667.5,2020-08-06,east
25555,655.0,2020-08-06,west
25556,2724.54,2020-08-06,north
25557,2729.53,2020-08-06,south
25558,2899.19,2020-08-06,east
25559,2759.4700000000003,2020-08-06,west
25560,1046.74,2020-08-06,north
25561,1140.27,2020-08-06,south
25562,1040.77,2020-08-06,east
25563,1042.76,2020-08-06,west
25564,1740.0,2020-08-07,north
25565,1524.0,2020-08-07,south
25566,1641.0,2020-08-07,east
25567,1710.0,2020-08-07,west
25568,5434.56,2020-08-07,north
25569,5014.9800000000005,2020-08-07,south
25570,5624.37,2020-08-07,east
25571,5794.2,2020-08-07,west
25572,1317.5,2020-08-07,north
25573,1447.5,2020-08-07,south
25574,1282.5,2020-08-07,east
25575,1487.5,2020-08-07,west
25576,1572.0,2020-08-07,north
25577,1530.0,2020-08-07,south
25578,1707.0,2020-08-07,east
25579,1614.0,2020-08-07,west
25580,637.5,2020-08-07,north
25581,667.5,2020-08-07,south
25582,696.25,2020-08-07,east
25583,656.25,2020-08-07,west
25584,2569.85,2020-08-07,north
25585,2804.38,2020-08-07,south
25586,2524.94,2020-08-07,east
25587,2714.56,2020-08-07,west
25588,1066.64,2020-08-07,north
25589,1190.02,2020-08-07,south
25590,1120.37,2020-08-07,east
25591,1106.44,2020-08-07,west
25592,1728.0,2020-08-08,north
25593,1695.0,2020-08-08,south
25594,1716.0,2020-08-08,east
25595,1785.0,2020-08-08,west
25596,5854.14,2020-08-08,north
25597,5164.83,2020-08-08,south
25598,5704.29,2020-08-08,east
25599,5864.13,2020-08-08,west
25600,1335.0,2020-08-08,north
25601,1462.5,2020-08-08,south
25602,1400.0,2020-08-08,east
25603,1357.5,2020-08-08,west
25604,1650.0,2020-08-08,north
25605,1611.0,2020-08-08,south
25606,1509.0,2020-08-08,east
25607,1554.0,2020-08-08,west
25608,717.5,2020-08-08,north
25609,671.25,2020-08-08,south
25610,727.5,2020-08-08,east
25611,665.0,2020-08-08,west
25612,2844.3,2020-08-08,north
25613,2909.17,2020-08-08,south
25614,2894.2000000000003,2020-08-08,east
25615,2774.44,2020-08-08,west
25616,1058.68,2020-08-08,north
25617,1126.34,2020-08-08,south
25618,1062.66,2020-08-08,east
25619,1130.32,2020-08-08,west
25620,1617.0,2020-08-09,north
25621,1752.0,2020-08-09,south
25622,1734.0,2020-08-09,east
25623,1521.0,2020-08-09,west
25624,5104.89,2020-08-09,north
25625,4995.0,2020-08-09,south
25626,5204.79,2020-08-09,east
25627,5134.86,2020-08-09,west
25628,1445.0,2020-08-09,north
25629,1315.0,2020-08-09,south
25630,1312.5,2020-08-09,east
25631,1255.0,2020-08-09,west
25632,1629.0,2020-08-09,north
25633,1761.0,2020-08-09,south
25634,1608.0,2020-08-09,east
25635,1581.0,2020-08-09,west
25636,671.25,2020-08-09,north
25637,663.75,2020-08-09,south
25638,711.25,2020-08-09,east
25639,645.0,2020-08-09,west
25640,2684.62,2020-08-09,north
25641,2954.08,2020-08-09,south
25642,2519.9500000000003,2020-08-09,east
25643,2684.62,2020-08-09,west
25644,1000.97,2020-08-09,north
25645,1192.01,2020-08-09,south
25646,1142.26,2020-08-09,east
25647,1050.72,2020-08-09,west
25648,1545.0,2020-08-10,north
25649,1722.0,2020-08-10,south
25650,1647.0,2020-08-10,east
25651,1530.0,2020-08-10,west
25652,5764.2300000000005,2020-08-10,north
25653,5594.400000000001,2020-08-10,south
25654,5664.33,2020-08-10,east
25655,5324.67,2020-08-10,west
25656,1462.5,2020-08-10,north
25657,1390.0,2020-08-10,south
25658,1445.0,2020-08-10,east
25659,1430.0,2020-08-10,west
25660,1539.0,2020-08-10,north
25661,1554.0,2020-08-10,south
25662,1650.0,2020-08-10,east
25663,1716.0,2020-08-10,west
25664,708.75,2020-08-10,north
25665,716.25,2020-08-10,south
25666,721.25,2020-08-10,east
25667,733.75,2020-08-10,west
25668,2499.9900000000002,2020-08-10,north
25669,2899.19,2020-08-10,south
25670,2669.65,2020-08-10,east
25671,2909.17,2020-08-10,west
25672,1194.0,2020-08-10,north
25673,1108.43,2020-08-10,south
25674,995.0,2020-08-10,east
25675,1192.01,2020-08-10,west
25676,1632.0,2020-08-11,north
25677,1620.0,2020-08-11,south
25678,1551.0,2020-08-11,east
25679,1557.0,2020-08-11,west
25680,5204.79,2020-08-11,north
25681,5884.11,2020-08-11,south
25682,5064.93,2020-08-11,east
25683,5134.86,2020-08-11,west
25684,1257.5,2020-08-11,north
25685,1487.5,2020-08-11,south
25686,1340.0,2020-08-11,east
25687,1310.0,2020-08-11,west
25688,1611.0,2020-08-11,north
25689,1575.0,2020-08-11,south
25690,1611.0,2020-08-11,east
25691,1641.0,2020-08-11,west
25692,667.5,2020-08-11,north
25693,638.75,2020-08-11,south
25694,680.0,2020-08-11,east
25695,695.0,2020-08-11,west
25696,2689.61,2020-08-11,north
25697,2839.31,2020-08-11,south
25698,2854.28,2020-08-11,east
25699,2859.27,2020-08-11,west
25700,1194.0,2020-08-11,north
25701,1166.14,2020-08-11,south
25702,1056.69,2020-08-11,east
25703,1002.96,2020-08-11,west
25704,1737.0,2020-08-12,north
25705,1749.0,2020-08-12,south
25706,1704.0,2020-08-12,east
25707,1671.0,2020-08-12,west
25708,5464.53,2020-08-12,north
25709,5314.68,2020-08-12,south
25710,5364.63,2020-08-12,east
25711,5264.7300000000005,2020-08-12,west
25712,1400.0,2020-08-12,north
25713,1267.5,2020-08-12,south
25714,1325.0,2020-08-12,east
25715,1357.5,2020-08-12,west
25716,1668.0,2020-08-12,north
25717,1581.0,2020-08-12,south
25718,1716.0,2020-08-12,east
25719,1614.0,2020-08-12,west
25720,632.5,2020-08-12,north
25721,672.5,2020-08-12,south
25722,738.75,2020-08-12,east
25723,730.0,2020-08-12,west
25724,2629.73,2020-08-12,north
25725,2754.48,2020-08-12,south
25726,2504.98,2020-08-12,east
25727,2684.62,2020-08-12,west
25728,1060.67,2020-08-12,north
25729,1018.88,2020-08-12,south
25730,1076.59,2020-08-12,east
25731,1016.89,2020-08-12,west
25732,1500.0,2020-08-13,north
25733,1500.0,2020-08-13,south
25734,1701.0,2020-08-13,east
25735,1785.0,2020-08-13,west
25736,5714.28,2020-08-13,north
25737,5174.82,2020-08-13,south
25738,5214.78,2020-08-13,east
25739,5804.1900000000005,2020-08-13,west
25740,1355.0,2020-08-13,north
25741,1375.0,2020-08-13,south
25742,1320.0,2020-08-13,east
25743,1255.0,2020-08-13,west
25744,1671.0,2020-08-13,north
25745,1602.0,2020-08-13,south
25746,1767.0,2020-08-13,east
25747,1581.0,2020-08-13,west
25748,658.75,2020-08-13,north
25749,688.75,2020-08-13,south
25750,716.25,2020-08-13,east
25751,742.5,2020-08-13,west
25752,2859.27,2020-08-13,north
25753,2739.51,2020-08-13,south
25754,2649.69,2020-08-13,east
25755,2584.82,2020-08-13,west
25756,1088.53,2020-08-13,north
25757,1164.15,2020-08-13,south
25758,1142.26,2020-08-13,east
25759,1042.76,2020-08-13,west
25760,1542.0,2020-08-14,north
25761,1791.0,2020-08-14,south
25762,1716.0,2020-08-14,east
25763,1665.0,2020-08-14,west
25764,5984.01,2020-08-14,north
25765,5194.8,2020-08-14,south
25766,5654.34,2020-08-14,east
25767,5614.38,2020-08-14,west
25768,1447.5,2020-08-14,north
25769,1340.0,2020-08-14,south
25770,1365.0,2020-08-14,east
25771,1350.0,2020-08-14,west
25772,1767.0,2020-08-14,north
25773,1632.0,2020-08-14,south
25774,1527.0,2020-08-14,east
25775,1668.0,2020-08-14,west
25776,677.5,2020-08-14,north
25777,663.75,2020-08-14,south
25778,705.0,2020-08-14,east
25779,661.25,2020-08-14,west
25780,2774.44,2020-08-14,north
25781,2909.17,2020-08-14,south
25782,2729.53,2020-08-14,east
25783,2749.4900000000002,2020-08-14,west
25784,1168.1299999999999,2020-08-14,north
25785,1022.86,2020-08-14,south
25786,1044.75,2020-08-14,east
25787,1108.43,2020-08-14,west
25788,1740.0,2020-08-15,north
25789,1632.0,2020-08-15,south
25790,1560.0,2020-08-15,east
25791,1689.0,2020-08-15,west
25792,5974.02,2020-08-15,north
25793,5174.82,2020-08-15,south
25794,5624.37,2020-08-15,east
25795,5624.37,2020-08-15,west
25796,1495.0,2020-08-15,north
25797,1402.5,2020-08-15,south
25798,1407.5,2020-08-15,east
25799,1490.0,2020-08-15,west
25800,1500.0,2020-08-15,north
25801,1506.0,2020-08-15,south
25802,1584.0,2020-08-15,east
25803,1662.0,2020-08-15,west
25804,746.25,2020-08-15,north
25805,686.25,2020-08-15,south
25806,705.0,2020-08-15,east
25807,662.5,2020-08-15,west
25808,2519.9500000000003,2020-08-15,north
25809,2629.73,2020-08-15,south
25810,2924.1400000000003,2020-08-15,east
25811,2909.17,2020-08-15,west
25812,1146.24,2020-08-15,north
25813,1074.6,2020-08-15,south
25814,1152.21,2020-08-15,east
25815,1194.0,2020-08-15,west
25816,1749.0,2020-08-16,north
25817,1605.0,2020-08-16,south
25818,1629.0,2020-08-16,east
25819,1728.0,2020-08-16,west
25820,5114.88,2020-08-16,north
25821,5364.63,2020-08-16,south
25822,5094.900000000001,2020-08-16,east
25823,5444.55,2020-08-16,west
25824,1332.5,2020-08-16,north
25825,1350.0,2020-08-16,south
25826,1487.5,2020-08-16,east
25827,1287.5,2020-08-16,west
25828,1659.0,2020-08-16,north
25829,1725.0,2020-08-16,south
25830,1704.0,2020-08-16,east
25831,1644.0,2020-08-16,west
25832,705.0,2020-08-16,north
25833,705.0,2020-08-16,south
25834,703.75,2020-08-16,east
25835,660.0,2020-08-16,west
25836,2949.09,2020-08-16,north
25837,2569.85,2020-08-16,south
25838,2599.79,2020-08-16,east
25839,2694.6,2020-08-16,west
25840,1098.48,2020-08-16,north
25841,1170.12,2020-08-16,south
25842,1190.02,2020-08-16,east
25843,1094.5,2020-08-16,west
25844,1554.0,2020-08-17,north
25845,1629.0,2020-08-17,south
25846,1698.0,2020-08-17,east
25847,1635.0,2020-08-17,west
25848,5454.54,2020-08-17,north
25849,5084.91,2020-08-17,south
25850,5684.31,2020-08-17,east
25851,5354.64,2020-08-17,west
25852,1387.5,2020-08-17,north
25853,1427.5,2020-08-17,south
25854,1445.0,2020-08-17,east
25855,1380.0,2020-08-17,west
25856,1509.0,2020-08-17,north
25857,1638.0,2020-08-17,south
25858,1599.0,2020-08-17,east
25859,1782.0,2020-08-17,west
25860,736.25,2020-08-17,north
25861,745.0,2020-08-17,south
25862,648.75,2020-08-17,east
25863,695.0,2020-08-17,west
25864,2959.07,2020-08-17,north
25865,2929.13,2020-08-17,south
25866,2859.27,2020-08-17,east
25867,2864.26,2020-08-17,west
25868,1114.4,2020-08-17,north
25869,1164.15,2020-08-17,south
25870,1012.91,2020-08-17,east
25871,1140.27,2020-08-17,west
25872,1761.0,2020-08-18,north
25873,1566.0,2020-08-18,south
25874,1692.0,2020-08-18,east
25875,1563.0,2020-08-18,west
25876,5044.95,2020-08-18,north
25877,5354.64,2020-08-18,south
25878,4995.0,2020-08-18,east
25879,5074.92,2020-08-18,west
25880,1312.5,2020-08-18,north
25881,1417.5,2020-08-18,south
25882,1355.0,2020-08-18,east
25883,1320.0,2020-08-18,west
25884,1542.0,2020-08-18,north
25885,1557.0,2020-08-18,south
25886,1710.0,2020-08-18,east
25887,1749.0,2020-08-18,west
25888,687.5,2020-08-18,north
25889,715.0,2020-08-18,south
25890,650.0,2020-08-18,east
25891,725.0,2020-08-18,west
25892,2724.54,2020-08-18,north
25893,2919.15,2020-08-18,south
25894,2809.3700000000003,2020-08-18,east
25895,2499.9900000000002,2020-08-18,west
25896,1110.42,2020-08-18,north
25897,1170.12,2020-08-18,south
25898,1054.7,2020-08-18,east
25899,1164.15,2020-08-18,west
25900,1662.0,2020-08-19,north
25901,1635.0,2020-08-19,south
25902,1674.0,2020-08-19,east
25903,1602.0,2020-08-19,west
25904,4995.0,2020-08-19,north
25905,5574.42,2020-08-19,south
25906,5154.84,2020-08-19,east
25907,5164.83,2020-08-19,west
25908,1375.0,2020-08-19,north
25909,1282.5,2020-08-19,south
25910,1447.5,2020-08-19,east
25911,1380.0,2020-08-19,west
25912,1593.0,2020-08-19,north
25913,1563.0,2020-08-19,south
25914,1581.0,2020-08-19,east
25915,1512.0,2020-08-19,west
25916,732.5,2020-08-19,north
25917,738.75,2020-08-19,south
25918,697.5,2020-08-19,east
25919,701.25,2020-08-19,west
25920,2954.08,2020-08-19,north
25921,2634.7200000000003,2020-08-19,south
25922,2639.71,2020-08-19,east
25923,2714.56,2020-08-19,west
25924,1086.54,2020-08-19,north
25925,1154.2,2020-08-19,south
25926,1166.14,2020-08-19,east
25927,1042.76,2020-08-19,west
25928,1686.0,2020-08-20,north
25929,1506.0,2020-08-20,south
25930,1515.0,2020-08-20,east
25931,1779.0,2020-08-20,west
25932,5314.68,2020-08-20,north
25933,5384.61,2020-08-20,south
25934,5554.4400000000005,2020-08-20,east
25935,5224.77,2020-08-20,west
25936,1432.5,2020-08-20,north
25937,1450.0,2020-08-20,south
25938,1492.5,2020-08-20,east
25939,1402.5,2020-08-20,west
25940,1791.0,2020-08-20,north
25941,1686.0,2020-08-20,south
25942,1704.0,2020-08-20,east
25943,1539.0,2020-08-20,west
25944,717.5,2020-08-20,north
25945,717.5,2020-08-20,south
25946,697.5,2020-08-20,east
25947,697.5,2020-08-20,west
25948,2584.82,2020-08-20,north
25949,2989.01,2020-08-20,south
25950,2939.11,2020-08-20,east
25951,2989.01,2020-08-20,west
25952,1056.69,2020-08-20,north
25953,1010.92,2020-08-20,south
25954,1092.51,2020-08-20,east
25955,1158.18,2020-08-20,west
25956,1557.0,2020-08-21,north
25957,1551.0,2020-08-21,south
